customer_id,tenure,contract,monthly_charges,total_charges,internet_service,tech_support,online_security,payment_method,paperless_billing,senior_citizen,partner,dependents,num_support_calls,churn
CUST-10253,24,One year,108.56,2705.39,Fiber optic,No,Yes,Bank transfer,Yes,0,No,Yes,0,0
CUST-10254,48,Two year,25.59,1190.29,No,No,Yes,Electronic check,Yes,0,No,No,3,0
CUST-10255,10,Month-to-month,31.16,336.02,DSL,Yes,No,Electronic check,No,0,Yes,No,0,0
CUST-10256,49,Two year,50.51,2282.54,Fiber optic,No,No,Mailed check,Yes,0,Yes,No,1,0
CUST-10257,7,One year,51.9,385.77,Fiber optic,No,No,Electronic check,No,0,No,No,1,1
CUST-10258,12,Month-to-month,120.0,1448.18,Fiber optic,Yes,No,Electronic check,Yes,0,Yes,No,2,1
CUST-10259,42,Month-to-month,95.05,3706.96,Fiber optic,No,Yes,Mailed check,No,0,Yes,No,1,1
CUST-10260,57,One year,93.33,5387.21,Fiber optic,No,Yes,Mailed check,Yes,0,No,No,1,0
CUST-10261,12,Two year,57.07,705.16,Fiber optic,Yes,Yes,Mailed check,No,0,Yes,Yes,1,0
CUST-10262,21,Month-to-month,56.41,1190.51,Fiber optic,No,Yes,Electronic check,Yes,0,Yes,No,2,1
CUST-10263,67,Month-to-month,21.45,1388.65,Fiber optic,Yes,Yes,Electronic check,No,0,No,No,2,0
CUST-10264,72,One year,88.45,5971.66,Fiber optic,No,Yes,Credit card,Yes,1,Yes,Yes,0,0
CUST-10265,42,Month-to-month,79.73,3402.44,No,Yes,No,Bank transfer,No,0,No,No,2,0
CUST-10266,32,One year,103.58,3305.0,Fiber optic,Yes,No,Mailed check,No,0,Yes,Yes,4,1
CUST-10267,25,Month-to-month,58.68,1391.97,DSL,No,Yes,Electronic check,No,0,Yes,No,3,1
CUST-10268,44,One year,60.75,2586.62,Fiber optic,No,No,Mailed check,Yes,0,No,No,1,0
CUST-10269,43,Two year,70.1,2776.41,DSL,Yes,Yes,Credit card,Yes,1,Yes,No,0,0
CUST-10270,21,One year,91.76,1953.06,DSL,No,Yes,Credit card,Yes,0,No,No,0,1
CUST-10271,1,One year,20.89,39.79,Fiber optic,No,No,Credit card,Yes,0,Yes,No,0,1
CUST-10272,11,One year,87.08,1034.95,Fiber optic,No,No,Electronic check,No,1,No,Yes,1,0
CUST-10273,69,Two year,64.39,4483.56,Fiber optic,No,Yes,Mailed check,No,0,Yes,No,3,0
CUST-10274,30,Two year,33.24,937.51,No,No,Yes,Electronic check,No,0,No,No,1,0
CUST-10275,35,Month-to-month,18.0,589.0,DSL,No,No,Credit card,Yes,0,Yes,No,1,0
CUST-10276,34,One year,60.91,2110.34,DSL,Yes,Yes,Electronic check,Yes,0,Yes,Yes,5,0
CUST-10277,57,Month-to-month,108.43,5982.1,DSL,No,No,Bank transfer,Yes,0,Yes,Yes,2,0
CUST-10278,4,Two year,115.24,545.64,DSL,Yes,No,Mailed check,Yes,0,No,No,1,0
CUST-10279,6,One year,75.66,506.89,Fiber optic,Yes,Yes,Bank transfer,No,0,No,No,1,0
CUST-10280,20,Month-to-month,120.0,2385.53,Fiber optic,No,No,Credit card,Yes,0,Yes,No,2,1
CUST-10281,35,Month-to-month,63.71,2205.09,Fiber optic,Yes,No,Mailed check,Yes,0,No,No,2,1
CUST-10282,48,Month-to-month,93.6,4563.04,DSL,No,No,Electronic check,No,0,No,Yes,4,1
CUST-10283,35,One year,51.46,1779.57,Fiber optic,No,No,Bank transfer,Yes,0,No,Yes,0,0
CUST-10284,32,Month-to-month,49.56,1524.39,DSL,No,No,Bank transfer,Yes,0,No,Yes,3,0
CUST-10285,68,Month-to-month,44.67,2839.78,Fiber optic,No,Yes,Electronic check,Yes,0,No,Yes,0,0
CUST-10286,11,Two year,18.0,215.27,Fiber optic,No,Yes,Electronic check,Yes,1,Yes,No,3,0
CUST-10287,41,One year,103.61,4168.59,DSL,No,Yes,Bank transfer,Yes,0,Yes,Yes,1,0
CUST-10288,39,Month-to-month,45.75,1750.7,No,Yes,No,Bank transfer,Yes,0,Yes,Yes,1,0
CUST-10289,34,Month-to-month,40.96,1295.02,Fiber optic,Yes,No,Electronic check,No,0,Yes,No,4,1
CUST-10290,58,Two year,29.6,1732.15,DSL,No,Yes,Bank transfer,Yes,0,Yes,No,2,1
CUST-10291,19,One year,58.87,1114.95,Fiber optic,No,No,Mailed check,Yes,0,Yes,Yes,2,0
CUST-10292,69,One year,117.9,8252.79,Fiber optic,No,Yes,Electronic check,No,0,No,Yes,1,1
CUST-10293,24,Month-to-month,120.0,2750.36,DSL,Yes,No,Bank transfer,Yes,0,Yes,No,1,0
CUST-10294,39,Month-to-month,18.0,671.49,DSL,Yes,No,Bank transfer,Yes,0,Yes,No,4,0
CUST-10295,38,Month-to-month,54.37,1952.93,Fiber optic,No,Yes,Electronic check,Yes,1,No,No,2,0
CUST-10296,62,One year,33.97,2007.19,No,No,Yes,Bank transfer,Yes,0,Yes,Yes,1,0
CUST-10297,32,Month-to-month,94.65,3116.15,Fiber optic,No,Yes,Electronic check,Yes,0,Yes,No,2,1
CUST-10298,20,Month-to-month,73.6,1455.15,Fiber optic,No,No,Bank transfer,No,0,No,No,1,0
CUST-10299,1,One year,45.9,90.21,Fiber optic,No,Yes,Credit card,Yes,0,No,No,0,0
CUST-10300,26,Two year,67.18,1769.47,Fiber optic,Yes,No,Credit card,Yes,0,No,No,4,0
CUST-10301,60,One year,50.68,2874.44,DSL,No,No,Mailed check,Yes,0,No,No,2,0
CUST-10302,0,Month-to-month,113.43,108.66,Fiber optic,Yes,No,Mailed check,Yes,1,No,Yes,0,1
CUST-10303,65,Month-to-month,81.41,5293.38,No,Yes,No,Electronic check,No,0,Yes,No,0,0
CUST-10304,39,Month-to-month,85.09,3271.31,No,No,No,Credit card,No,0,No,No,3,1
CUST-10305,10,Month-to-month,18.0,183.45,No,Yes,No,Mailed check,No,0,Yes,Yes,1,0
CUST-10306,22,Month-to-month,63.0,1429.17,DSL,Yes,No,Credit card,Yes,0,Yes,Yes,3,1
CUST-10307,40,Month-to-month,120.0,4701.63,Fiber optic,No,Yes,Credit card,Yes,0,No,Yes,1,0
CUST-10308,23,One year,104.78,2509.69,Fiber optic,No,Yes,Mailed check,No,0,No,No,1,0
CUST-10309,7,Two year,18.0,139.04,DSL,No,Yes,Bank transfer,Yes,0,No,No,1,1
CUST-10310,48,Two year,55.6,2574.25,DSL,No,No,Mailed check,Yes,0,No,No,2,0
CUST-10311,49,Month-to-month,28.95,1365.85,Fiber optic,Yes,Yes,Bank transfer,Yes,0,Yes,No,2,1
CUST-10312,8,Month-to-month,116.33,1034.42,Fiber optic,No,No,Electronic check,Yes,1,No,No,3,1
CUST-10313,20,Month-to-month,72.33,1515.98,Fiber optic,Yes,Yes,Credit card,No,1,No,No,2,1
CUST-10314,17,Month-to-month,41.97,710.91,DSL,No,No,Electronic check,No,0,Yes,Yes,0,1
CUST-10315,48,Month-to-month,66.02,2964.22,Fiber optic,Yes,No,Bank transfer,No,0,Yes,Yes,3,0
CUST-10316,53,Month-to-month,18.0,878.67,DSL,Yes,No,Credit card,Yes,0,Yes,No,2,0
CUST-10317,53,One year,32.45,1633.56,DSL,Yes,No,Credit card,No,0,No,No,0,0
CUST-10318,68,Month-to-month,66.09,4260.14,Fiber optic,No,Yes,Credit card,No,0,No,No,4,1
CUST-10319,56,Two year,90.37,4855.35,DSL,Yes,Yes,Bank transfer,No,0,No,No,1,0
CUST-10320,23,Month-to-month,18.0,395.07,No,No,No,Credit card,Yes,0,No,No,2,0
CUST-10321,7,Month-to-month,53.57,406.82,Fiber optic,No,Yes,Credit card,No,0,Yes,Yes,2,0
CUST-10322,44,Month-to-month,95.29,4263.76,DSL,No,No,Mailed check,Yes,0,Yes,Yes,1,0
CUST-10323,66,Month-to-month,21.46,1327.47,DSL,No,No,Bank transfer,No,0,Yes,No,2,0
CUST-10324,71,Month-to-month,71.88,5012.21,Fiber optic,Yes,Yes,Mailed check,No,0,No,No,1,0
CUST-10325,16,Two year,66.98,1029.12,DSL,No,No,Mailed check,No,1,No,No,4,0
CUST-10326,17,Month-to-month,116.43,2021.09,DSL,No,Yes,Credit card,No,0,No,Yes,1,1
CUST-10327,2,Month-to-month,58.1,173.21,Fiber optic,No,No,Electronic check,Yes,0,No,No,1,0
CUST-10328,10,One year,59.85,611.1,DSL,No,Yes,Electronic check,No,0,Yes,No,0,0
CUST-10329,40,Month-to-month,90.65,3648.35,Fiber optic,Yes,No,Electronic check,Yes,0,No,Yes,5,1
CUST-10330,39,One year,25.21,915.87,Fiber optic,No,Yes,Electronic check,No,0,No,No,0,0
CUST-10331,27,Month-to-month,58.37,1529.47,DSL,Yes,No,Bank transfer,Yes,0,No,Yes,2,1
CUST-10332,22,Two year,51.33,1063.32,Fiber optic,Yes,No,Credit card,Yes,1,No,No,1,1
CUST-10333,60,Month-to-month,60.83,3471.33,Fiber optic,Yes,No,Credit card,No,0,No,No,0,0
CUST-10334,33,Month-to-month,90.45,2863.06,Fiber optic,No,No,Credit card,No,0,Yes,Yes,2,1
CUST-10335,59,One year,81.62,4746.74,DSL,Yes,No,Credit card,Yes,0,No,No,0,0
CUST-10336,70,Two year,42.54,2807.26,Fiber optic,No,No,Mailed check,Yes,0,No,No,2,0
CUST-10337,23,Month-to-month,69.1,1629.06,DSL,No,No,Credit card,Yes,0,No,No,2,0
CUST-10338,14,One year,109.71,1529.05,Fiber optic,No,No,Mailed check,Yes,1,Yes,No,1,0
CUST-10339,69,Month-to-month,40.06,2586.4,DSL,Yes,No,Bank transfer,Yes,0,Yes,No,1,0
CUST-10340,46,Month-to-month,69.36,3095.14,No,No,No,Electronic check,No,0,Yes,No,1,0
CUST-10341,21,Month-to-month,59.21,1257.87,DSL,Yes,Yes,Credit card,Yes,1,Yes,Yes,1,0
CUST-10342,45,One year,63.11,2870.76,No,No,No,Credit card,Yes,0,Yes,No,3,0
CUST-10343,37,Month-to-month,18.0,671.24,No,Yes,Yes,Bank transfer,No,1,No,No,2,0
CUST-10344,66,One year,107.32,6848.54,Fiber optic,No,Yes,Electronic check,Yes,0,No,Yes,0,0
CUST-10345,18,Month-to-month,41.77,791.91,DSL,Yes,No,Mailed check,Yes,0,Yes,No,2,0
CUST-10346,72,Two year,95.78,6500.07,Fiber optic,No,Yes,Bank transfer,Yes,0,Yes,No,2,0
CUST-10347,68,Two year,46.36,3198.67,No,Yes,Yes,Mailed check,Yes,1,Yes,Yes,2,0
CUST-10348,13,Month-to-month,46.23,607.43,Fiber optic,Yes,No,Bank transfer,Yes,1,Yes,No,3,1
CUST-10349,12,Month-to-month,101.39,1220.85,Fiber optic,No,No,Mailed check,No,0,Yes,No,3,1
CUST-10350,38,Month-to-month,94.82,3469.74,DSL,Yes,Yes,Credit card,Yes,0,No,No,0,0
CUST-10351,3,Two year,71.26,273.23,No,No,No,Electronic check,No,0,No,No,2,1
CUST-10352,21,Month-to-month,87.83,1830.61,DSL,No,Yes,Mailed check,No,0,No,No,2,1
CUST-10353,31,Month-to-month,56.34,1631.64,DSL,No,No,Electronic check,No,0,No,No,3,0
CUST-10354,70,Month-to-month,64.75,4301.19,DSL,No,Yes,Bank transfer,No,0,Yes,Yes,0,0
CUST-10355,72,One year,45.15,3128.46,Fiber optic,No,Yes,Mailed check,No,0,No,Yes,1,0
CUST-10356,11,Month-to-month,92.12,1068.22,No,No,No,Mailed check,No,0,No,No,2,0
CUST-10357,65,Month-to-month,44.2,2903.5,Fiber optic,Yes,No,Electronic check,Yes,0,No,Yes,3,0
CUST-10358,6,Two year,109.55,763.47,DSL,No,No,Credit card,Yes,0,Yes,Yes,0,1
CUST-10359,54,Month-to-month,55.52,2905.21,Fiber optic,No,No,Electronic check,No,0,No,Yes,2,1
CUST-10360,61,Two year,65.62,3893.13,Fiber optic,Yes,No,Credit card,No,0,Yes,Yes,1,0
CUST-10361,65,Month-to-month,87.76,5617.26,Fiber optic,Yes,No,Credit card,No,0,No,No,0,0
CUST-10362,16,Month-to-month,65.72,1098.84,DSL,Yes,Yes,Credit card,No,0,Yes,Yes,1,0
CUST-10363,65,Two year,56.06,3605.7,Fiber optic,No,No,Mailed check,No,1,Yes,Yes,1,0
CUST-10364,8,One year,64.1,560.78,Fiber optic,Yes,No,Bank transfer,No,0,Yes,No,2,1
CUST-10365,37,One year,91.81,3295.95,No,No,Yes,Credit card,No,0,No,No,0,0
CUST-10366,34,Month-to-month,45.11,1558.16,Fiber optic,No,Yes,Electronic check,Yes,0,No,No,0,1
CUST-10367,23,Month-to-month,61.21,1419.47,DSL,No,Yes,Electronic check,Yes,0,No,No,0,1
CUST-10368,1,Month-to-month,65.31,119.64,Fiber optic,Yes,No,Electronic check,Yes,0,Yes,No,1,1
CUST-10369,56,Month-to-month,90.94,4975.4,DSL,No,No,Credit card,Yes,0,No,No,3,0
CUST-10370,24,Month-to-month,62.0,1443.14,No,No,No,Electronic check,Yes,0,No,Yes,4,1
CUST-10371,48,Month-to-month,119.25,5377.58,Fiber optic,Yes,Yes,Credit card,Yes,0,Yes,Yes,0,0
CUST-10372,29,Month-to-month,60.3,1745.48,DSL,Yes,Yes,Credit card,No,0,No,No,3,0
CUST-10373,27,Month-to-month,57.87,1562.39,Fiber optic,Yes,No,Credit card,Yes,0,No,No,0,1
CUST-10374,64,Month-to-month,59.87,3873.93,DSL,No,No,Bank transfer,No,0,Yes,No,2,1
CUST-10375,6,Month-to-month,25.5,178.08,DSL,Yes,No,Bank transfer,Yes,0,Yes,No,2,1
CUST-10376,53,Two year,33.9,1722.37,Fiber optic,Yes,No,Bank transfer,No,0,Yes,Yes,2,0
CUST-10377,54,One year,49.08,2477.65,Fiber optic,Yes,No,Bank transfer,Yes,1,Yes,Yes,1,0
CUST-10378,27,Month-to-month,99.07,2535.53,No,Yes,No,Credit card,Yes,0,Yes,No,1,0
CUST-10379,19,One year,64.01,1276.9,Fiber optic,No,No,Mailed check,No,0,Yes,Yes,5,1
CUST-10380,0,Two year,50.46,47.41,DSL,No,Yes,Credit card,Yes,0,Yes,No,3,0
CUST-10381,68,Month-to-month,101.8,6562.56,Fiber optic,No,No,Mailed check,Yes,1,Yes,No,0,1
CUST-10382,69,Month-to-month,111.54,7512.0,Fiber optic,No,No,Electronic check,No,0,Yes,No,0,0
CUST-10383,17,Month-to-month,102.66,1673.68,DSL,Yes,No,Credit card,No,0,Yes,No,0,1
CUST-10384,2,Month-to-month,39.41,114.05,No,No,Yes,Bank transfer,Yes,0,Yes,Yes,0,1
CUST-10385,8,One year,50.14,445.65,No,No,No,Electronic check,No,0,No,No,2,1
CUST-10386,4,Two year,119.41,580.59,DSL,No,Yes,Electronic check,Yes,0,No,No,0,0
CUST-10387,60,Month-to-month,72.23,4149.36,Fiber optic,No,No,Electronic check,Yes,0,Yes,No,1,1
CUST-10388,65,One year,56.97,3427.69,Fiber optic,Yes,No,Bank transfer,Yes,0,No,No,0,0
CUST-10389,11,Month-to-month,86.55,959.8,DSL,No,No,Credit card,Yes,0,No,Yes,2,1
CUST-10390,54,One year,95.22,4852.4,Fiber optic,No,Yes,Mailed check,Yes,0,No,Yes,0,1
CUST-10391,13,One year,47.86,628.83,DSL,Yes,No,Electronic check,No,0,Yes,No,2,0
CUST-10392,26,Month-to-month,71.58,1765.17,DSL,No,Yes,Credit card,Yes,0,No,No,1,0
CUST-10393,43,Month-to-month,92.8,3909.93,No,Yes,No,Bank transfer,No,0,Yes,No,3,0
CUST-10394,52,One year,30.19,1498.68,Fiber optic,Yes,Yes,Bank transfer,Yes,0,No,No,0,0
CUST-10395,63,Two year,65.37,3972.98,DSL,No,Yes,Electronic check,No,0,Yes,Yes,0,0
CUST-10396,3,Month-to-month,31.57,117.25,Fiber optic,No,No,Bank transfer,Yes,0,No,No,0,1
CUST-10397,14,Month-to-month,35.49,503.28,No,No,Yes,Mailed check,Yes,0,Yes,No,1,0
CUST-10398,20,Month-to-month,48.11,981.28,Fiber optic,No,No,Electronic check,Yes,0,No,Yes,3,0
CUST-10399,22,One year,79.31,1657.81,No,Yes,Yes,Mailed check,No,0,Yes,No,3,0
CUST-10400,72,One year,55.34,3841.91,No,No,No,Electronic check,No,0,No,No,2,0
CUST-10401,56,One year,45.55,2497.25,DSL,No,Yes,Mailed check,Yes,0,Yes,Yes,1,0
CUST-10402,23,One year,66.55,1544.12,Fiber optic,Yes,No,Credit card,Yes,0,Yes,Yes,7,1
CUST-10403,70,Two year,30.59,2155.12,Fiber optic,No,No,Credit card,Yes,0,No,Yes,1,1
CUST-10404,36,Two year,77.86,2817.77,Fiber optic,No,No,Bank transfer,Yes,0,No,Yes,2,0
CUST-10405,36,Month-to-month,98.94,3565.23,Fiber optic,Yes,Yes,Credit card,No,0,Yes,No,2,0
CUST-10406,31,One year,62.62,1977.39,DSL,No,No,Credit card,Yes,0,Yes,No,2,0
CUST-10407,10,Month-to-month,58.92,642.57,DSL,No,No,Electronic check,No,0,No,Yes,2,1
CUST-10408,68,Month-to-month,76.2,5173.33,Fiber optic,No,Yes,Mailed check,No,0,Yes,Yes,0,0
CUST-10409,1,Two year,18.0,34.61,Fiber optic,No,No,Mailed check,Yes,0,Yes,No,1,1
CUST-10410,12,One year,81.1,1037.76,Fiber optic,No,No,Bank transfer,No,0,Yes,No,1,0
CUST-10411,16,Two year,120.0,1902.59,Fiber optic,No,No,Credit card,No,0,Yes,No,2,0
CUST-10412,20,Month-to-month,61.32,1281.54,DSL,Yes,Yes,Credit card,Yes,0,Yes,No,0,0
CUST-10413,9,Month-to-month,61.43,563.53,DSL,No,No,Electronic check,No,1,Yes,Yes,0,1
CUST-10414,1,Month-to-month,87.31,161.16,Fiber optic,No,No,Bank transfer,Yes,0,No,Yes,1,1
CUST-10415,49,Month-to-month,114.36,5236.84,Fiber optic,No,No,Electronic check,No,0,Yes,No,0,1
CUST-10416,70,Month-to-month,94.25,6542.53,Fiber optic,No,No,Mailed check,No,0,Yes,No,3,0
CUST-10417,8,Month-to-month,18.0,152.84,DSL,No,No,Mailed check,No,0,No,Yes,2,0
CUST-10418,21,Month-to-month,81.9,1754.6,Fiber optic,No,Yes,Bank transfer,No,0,Yes,No,4,1
CUST-10419,36,Two year,120.0,4222.47,No,No,Yes,Credit card,No,0,Yes,No,1,0
CUST-10420,67,Month-to-month,83.67,5350.05,DSL,No,No,Credit card,Yes,0,No,Yes,1,0
CUST-10421,50,Month-to-month,30.36,1532.32,DSL,No,No,Mailed check,No,1,No,No,1,1
CUST-10422,55,One year,73.45,3879.63,Fiber optic,Yes,No,Bank transfer,No,0,Yes,No,3,0
CUST-10423,42,Month-to-month,26.58,1099.33,Fiber optic,Yes,No,Electronic check,No,1,No,No,2,0
CUST-10424,30,Two year,101.98,3116.68,No,No,Yes,Electronic check,No,0,Yes,Yes,6,1
CUST-10425,14,One year,36.32,501.9,No,Yes,Yes,Credit card,Yes,1,Yes,Yes,2,0
CUST-10426,63,Month-to-month,67.23,4045.73,Fiber optic,Yes,Yes,Credit card,Yes,0,No,No,0,0
CUST-10427,58,One year,39.27,2118.81,DSL,Yes,No,Credit card,No,0,No,Yes,3,0
CUST-10428,1,One year,48.61,92.77,Fiber optic,No,Yes,Mailed check,No,0,No,No,1,0
CUST-10429,52,One year,109.58,5685.53,No,No,No,Bank transfer,No,0,No,No,1,0
CUST-10430,6,Two year,68.1,431.65,Fiber optic,No,No,Electronic check,Yes,0,Yes,No,3,0
CUST-10431,53,One year,48.22,2359.2,No,No,Yes,Bank transfer,Yes,0,No,No,3,0
CUST-10432,60,One year,30.64,1820.67,Fiber optic,No,Yes,Mailed check,Yes,0,Yes,No,2,0
CUST-10433,9,Month-to-month,18.0,174.77,DSL,Yes,No,Credit card,Yes,0,No,No,1,1
CUST-10434,31,One year,27.46,826.19,Fiber optic,Yes,Yes,Mailed check,No,0,Yes,No,3,0
CUST-10435,9,Two year,68.36,639.9,Fiber optic,Yes,No,Bank transfer,Yes,1,Yes,No,1,1
CUST-10436,41,One year,94.41,3680.53,DSL,Yes,No,Bank transfer,Yes,0,No,No,3,0
CUST-10437,67,One year,48.19,2969.47,DSL,No,Yes,Credit card,Yes,0,No,Yes,0,0
CUST-10438,5,Month-to-month,112.12,640.0,Fiber optic,Yes,No,Electronic check,No,0,Yes,No,1,1
CUST-10439,29,One year,43.47,1254.03,DSL,No,Yes,Mailed check,No,1,Yes,No,0,0
CUST-10440,71,Two year,57.86,4109.83,DSL,No,Yes,Mailed check,Yes,0,No,Yes,1,0
CUST-10441,21,Month-to-month,32.61,684.55,Fiber optic,Yes,Yes,Electronic check,Yes,0,No,No,0,1
CUST-10442,9,Month-to-month,94.72,866.87,Fiber optic,No,No,Credit card,Yes,1,No,No,3,0
CUST-10443,35,Month-to-month,120.0,4021.13,Fiber optic,No,No,Credit card,Yes,0,Yes,No,4,1
CUST-10444,37,Month-to-month,18.0,669.3,No,No,Yes,Electronic check,No,0,No,Yes,2,0
CUST-10445,48,One year,54.62,2574.19,No,No,No,Bank transfer,Yes,0,Yes,Yes,0,0
CUST-10446,22,Month-to-month,102.94,2313.43,Fiber optic,No,No,Credit card,Yes,0,Yes,No,4,1
CUST-10447,69,Month-to-month,21.59,1422.66,DSL,No,No,Mailed check,Yes,1,No,No,2,0
CUST-10448,38,One year,82.0,2899.79,Fiber optic,No,No,Bank transfer,Yes,1,Yes,Yes,1,0
CUST-10449,20,One year,101.64,2111.42,DSL,Yes,No,Bank transfer,Yes,0,Yes,No,2,0
CUST-10450,70,One year,67.35,4470.66,No,No,No,Electronic check,No,0,Yes,No,1,0
CUST-10451,67,One year,81.51,5034.63,Fiber optic,No,Yes,Credit card,Yes,0,Yes,No,0,0
CUST-10452,36,One year,117.83,4179.61,Fiber optic,Yes,No,Credit card,Yes,0,Yes,No,2,1
CUST-10453,1,One year,120.0,233.86,Fiber optic,Yes,Yes,Mailed check,No,0,Yes,No,2,0
CUST-10454,43,One year,63.14,2633.14,Fiber optic,Yes,No,Mailed check,No,1,No,No,2,0
CUST-10455,40,Month-to-month,49.03,1932.61,No,Yes,No,Credit card,Yes,0,No,No,1,0
CUST-10456,10,One year,37.4,387.43,DSL,Yes,Yes,Credit card,Yes,0,No,No,3,0
CUST-10457,46,Month-to-month,94.31,4349.98,No,No,Yes,Electronic check,No,0,Yes,No,3,0
CUST-10458,61,Month-to-month,23.85,1446.72,DSL,No,No,Mailed check,Yes,0,No,Yes,0,0
CUST-10459,7,Month-to-month,57.42,446.5,Fiber optic,No,No,Bank transfer,No,0,Yes,No,5,1
CUST-10460,52,Two year,68.08,3254.59,No,No,No,Electronic check,No,0,Yes,Yes,4,0
CUST-10461,10,One year,49.91,522.46,Fiber optic,Yes,No,Credit card,Yes,0,No,No,2,0
CUST-10462,54,Month-to-month,73.39,3949.81,DSL,No,Yes,Electronic check,Yes,0,Yes,Yes,1,1
CUST-10463,30,One year,120.0,3439.09,No,Yes,Yes,Credit card,No,1,Yes,No,0,0
CUST-10464,0,Month-to-month,61.35,56.81,No,Yes,No,Electronic check,Yes,0,No,No,0,1
CUST-10465,70,One year,51.94,3652.43,DSL,No,No,Credit card,Yes,0,Yes,No,2,0
CUST-10466,12,Two year,95.46,1221.34,Fiber optic,No,No,Electronic check,Yes,0,Yes,No,1,0
CUST-10467,43,One year,72.19,3172.59,No,No,Yes,Bank transfer,No,0,No,No,3,0
CUST-10468,13,One year,108.18,1438.4,DSL,No,Yes,Mailed check,No,0,No,Yes,3,0
CUST-10469,68,Month-to-month,69.94,4403.23,Fiber optic,No,No,Mailed check,No,0,Yes,Yes,4,1
CUST-10470,53,Month-to-month,57.55,2799.49,Fiber optic,No,No,Electronic check,Yes,0,No,No,1,0
CUST-10471,58,Two year,18.0,1030.79,DSL,No,No,Bank transfer,Yes,1,Yes,No,5,0
CUST-10472,31,One year,18.0,565.44,No,Yes,Yes,Bank transfer,No,1,No,No,3,0
CUST-10473,34,Month-to-month,18.0,593.98,DSL,Yes,No,Mailed check,Yes,0,No,Yes,0,1
CUST-10474,46,Month-to-month,76.38,3383.73,No,No,No,Mailed check,No,1,Yes,Yes,1,0
CUST-10475,57,Month-to-month,24.13,1377.19,Fiber optic,No,No,Bank transfer,No,0,No,No,1,1
CUST-10476,61,Month-to-month,102.67,5847.42,Fiber optic,Yes,No,Bank transfer,Yes,0,No,Yes,2,0
CUST-10477,1,Month-to-month,65.91,119.47,Fiber optic,Yes,No,Bank transfer,No,0,Yes,Yes,1,1
CUST-10478,48,Month-to-month,57.67,2816.14,Fiber optic,Yes,No,Electronic check,Yes,1,No,No,1,0
CUST-10479,7,Two year,39.68,302.91,No,No,No,Bank transfer,Yes,0,No,No,1,0
CUST-10480,21,Month-to-month,83.67,1798.84,Fiber optic,Yes,No,Mailed check,Yes,0,Yes,No,2,0
CUST-10481,60,Month-to-month,40.87,2481.79,Fiber optic,No,No,Mailed check,Yes,0,No,No,1,1
CUST-10482,18,Month-to-month,35.44,660.59,Fiber optic,Yes,Yes,Mailed check,Yes,0,Yes,No,2,0
CUST-10483,58,Month-to-month,100.65,5622.2,DSL,Yes,No,Mailed check,Yes,0,No,Yes,4,1
CUST-10484,33,Two year,75.64,2481.26,DSL,Yes,Yes,Electronic check,No,0,Yes,No,0,1
CUST-10485,16,Month-to-month,57.95,948.92,Fiber optic,No,Yes,Mailed check,No,1,No,Yes,2,1
CUST-10486,24,One year,84.24,2090.32,Fiber optic,Yes,No,Bank transfer,Yes,0,No,No,0,0
CUST-10487,38,Two year,65.27,2326.89,Fiber optic,No,Yes,Electronic check,No,0,No,Yes,2,0
CUST-10488,55,Month-to-month,76.49,4153.1,Fiber optic,No,No,Credit card,No,0,No,No,1,0
CUST-10489,44,One year,40.49,1797.06,Fiber optic,No,No,Mailed check,Yes,0,Yes,No,2,0
CUST-10490,68,Two year,120.0,7749.32,Fiber optic,Yes,Yes,Bank transfer,No,0,No,No,1,1
CUST-10491,63,Month-to-month,47.61,2958.16,Fiber optic,No,Yes,Electronic check,Yes,0,No,No,3,0
CUST-10492,54,Month-to-month,111.68,5681.63,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,1,1
CUST-10493,44,Two year,59.33,2426.37,DSL,No,Yes,Credit card,Yes,0,Yes,No,0,0
CUST-10494,21,Two year,89.21,1771.34,Fiber optic,No,Yes,Credit card,Yes,1,Yes,Yes,3,0
CUST-10495,30,Month-to-month,87.03,2571.11,DSL,No,Yes,Electronic check,Yes,0,Yes,No,1,1
CUST-10496,8,One year,99.41,809.84,No,No,Yes,Credit card,Yes,0,Yes,No,2,1
CUST-10497,27,Month-to-month,39.78,1068.44,Fiber optic,No,No,Credit card,Yes,0,No,No,4,1
CUST-10498,67,Two year,97.27,6201.31,Fiber optic,No,Yes,Electronic check,No,0,No,No,0,0
CUST-10499,31,Month-to-month,120.0,3458.64,No,Yes,Yes,Electronic check,No,0,Yes,Yes,2,1
CUST-10500,8,Month-to-month,57.24,475.31,Fiber optic,No,Yes,Electronic check,No,0,Yes,No,0,1
CUST-10501,47,One year,66.04,3087.0,DSL,Yes,Yes,Credit card,No,0,Yes,No,0,0
CUST-10502,70,Two year,49.3,3282.86,Fiber optic,Yes,Yes,Credit card,No,0,Yes,Yes,1,0
CUST-10503,63,Two year,54.61,3399.12,DSL,No,Yes,Bank transfer,Yes,0,Yes,Yes,1,0
CUST-10504,20,Month-to-month,116.34,2397.94,No,No,Yes,Mailed check,Yes,0,Yes,Yes,2,0
CUST-10505,33,Month-to-month,34.87,1161.51,Fiber optic,No,No,Credit card,Yes,0,No,Yes,2,0
CUST-10506,38,Two year,36.74,1385.66,Fiber optic,No,Yes,Credit card,Yes,0,No,No,1,0
CUST-10507,18,Two year,113.33,2098.7,No,No,Yes,Credit card,Yes,0,No,Yes,1,0
